ID,NAME OF THE DAM,OTHER NAME,DECIMAL DEGREE LATITUDE,DECIMAL DEGREE LONGITUDE,HEIGHT,LENGTH,RESERVOIR CAPACITY,RESERVOIR AREA,RESERVOIR NAME,RIVER,INTERNATIONAL,YEAR OF COMPLETION,FLOOD CONTROL,IRRIGATION,HYDROELECTRICITY,NAVIGATION,RECREATION,WATER SUPPLY,OTHER USE,COUNTRY,NEAREST TOWN,STATE / PROVINCE,NOTE
5.0001,ALBERTO LLERAS C.,,4.725661,-73.483964,,,,,,,,,,,,,,,,Colombia,Gachala,Cundinamarca,
5.0002,ALTO ANCHICAYA,,3.53432875,-76.87052393,,,45,1.4,,Anchicaya,,1974,,,X,,,,,Colombia,Cali,Valle del Cauca,
5.0003,ANCHICAYA,,3.614321,-76.907964,60,,,,,Anchicaya,,1952,,,X,,,,,Colombia,Buenaventura,Valle del Cauca,
5.0004,ARROYO GRANDE,,9.876237,-75.326546,47,1100,127,9.8,,Arroyo Grande,,1969,,,,,,,,Colombia,Cartagena,Bolívar,
5.0005,ARROYO MATUYA,,9.92892512,-75.27877802,45,308,102,9.4,,Arroyo Matuya,,1971,,,,,,,,Colombia,Cartagena,Bolivar,
5.0006,BETANIA,,2.704738,-75.432307,90,670,893.7,73.7,,Magdalena,,1984,X,X,X,,,,,Colombia,Neiva,Huila,
5.0007,EL BUEY,,5.91653872,-75.44158163,,,,,,,,,,,,,,,,Colombia,Abejorral y La Ceja,Antioquia,
5.0008,CALDERAS,,6.14009299,-75.06274078,25,150,0.2,0.012,,Calderas,,1985,,,X,,,,,Colombia,San Carlos,Antioquia,
5.0009,CALIMA,,3.87981124,-76.55957294,115,240,581,19.34,,Calima,,1964,,,X,,X,,,Colombia,Buga,Valle del Cauca,
5.001,CAMEGUADUA,,4.99843165,-75.61764458,,,,,,,,,,,,,,,,Colombia,Manizales,Caldas,
5.0011,EL CERCADO,,10.909123,-73.013352,,375,198,6.38,,Rancheira,,2011,,X,,,,,,Colombia,San Juan Del Cesar,Guajira,
5.0012,CHISACA,,4.385652,-74.169291,,,6.7,0.56,,Tunjuelo,,,,,,,,,,Colombia,Bogota,Cundinamarca,
5.0013,CHUZA ( DIKE AUXILIAR ),GOLILLAS,4.58085579,-73.69946374,,,269,4.92,,Chuza,,,,,X,,,,,Colombia,Bogota,Cundinamarca,
5.0014,LA COPA,,5.623539,-73.204951,,,0.1,5.28,,Tuta,,,,,,,,,,Colombia,Tunja,Boyaca,
5.0015,DERIVADORA NECHI,,6.87921527,-75.44755996,,,,,,,,,,,,,,,,Colombia,Yarumal,Antioquia,
5.0016,LA ESMERALDA ( CHIVOR ),,4.90358602,-73.29497395,,,,,,,,,,,,,,,,Colombia,Santa MarÝa,Boyaca,
5.0017,LA FE,,6.09666666,-75.49027778,34,,14.04,1.43,,Quebrada Las Palmas,,1972,,,,,,X,,Colombia,El Retiro,Antioquia,
5.0018,GACHANECA,,5.44476361,-73.55464121,,,,1.09,,,,,,,,,,,,Colombia,,,
5.0019,LA GARCIA,,6.3614994,-75.59966818,,,,,,,,,,,,,,,,Colombia,Medellin,Antioquia,
5.002,GOLILLAS,CHUZA,4.56978225,-73.70405908,127,110,,163,CHUZA,Chuza,,1978,,,,,,,,Colombia,Bogota,Cundinamarca,
5.0021,GUAJARO,,10.406729,-75.10581548,,,240,116.47,,Bajo Magdalena-Canal Del Dique,,,,,,,,,,Colombia,,,
5.0022,GUATAVITA,,5.03727,-73.813051,54,943,690,36.93,,Siecha,,1962,X,,X,,X,,,Colombia,Zipaquira,Cundinamarca,
5.0023,GUILLERMO CANO ( JAGUAS ),SAN LORENZO,6.38830797,-74.99451377,,,,,,,,,,,,,,,,Colombia,San Rafael,Antioquia,
5.0024,EL HATO,,5.30217505,-73.90546748,,,,0.93,,El Hato,,,,,,,,,,Colombia,Ubaté,Cundinamarca,
5.0025,ITUANGO,"PESCADERO-ITUANGO, JOSE TEJADA SAENZ",7.13783111,-75.66074756,,,,,,,,,,,,,,,,Colombia,,,
5.0026,MAYO,,1.67391966,-77.02915867,,,,,,,,,,,,,,,,Colombia,San Pablo,Nariño,
5.0027,MIEL I,,5.560465,-74.886987,188,341,565,12.2,AMANI,Miel,,2002,,,X,,,,,Colombia,Norcasia,Caldas,
5.0028,MIRAFLORES,,6.780467,-75.320259,63,240,144.9,8.15,,Tenche,,1965,,,X,,,,,Colombia,Carolina del Principe,Antioquia,
5.0029,MUÑA,,4.5380542,-74.26291097,,,41.4,9.33,,Muña,,,,,X,,,,,Colombia,Bogota,Cundinamarca,
5.003,NAUTICA,,7.030692,-73.087573,,,,,,,,,,,,,,,,Colombia,Bucuramanga,Santander,
5.0031,NEUSA,,5.135975,-73.968155,47,350,103,9.56,,Neusa,,1952,,,,,X,,,Colombia,Zipaquira,Cundinamarca,
5.0032,EL PESCADOR,"SARA BRUT, GUACAS",4.34044666,-76.24512211,,,,,,,,,,,,,,,,Colombia,Bolivar,Valle del Cauca,
5.0033,PICHICHÍ,,3.77190427,-76.24210583,,,,0.29,,Cerritos,,,,,,,,,,Colombia,,,
5.0034,PIEDRAS BLANCAS,,6.29614311,-75.50385085,27,,1.19,0.19,,Piedras Blancas,,1952,,,X,,,,,Colombia,Medellin,Antioquia,
5.0035,LA PLAYA,,5.688146,-73.253369,,,,1.1,,Chulo,,,,,,,,,,Colombia,Tunja,Boyaca,
5.0036,PLAYAS,,6.29632411,-74.93844761,65,,76.35,6.5,,Playas,,1987,,,X,,,,,Colombia,San Rafael,Antioquia,
5.0037,PORCE 2,,6.80534,-75.148395,122,455,234,8.9,,Porce,,2001,,,X,,,,,Colombia,Gomez Plata y Amalfi,Antioquia,
5.0038,PORCE 3,,6.93936973,-75.13936084,152,426,170,4.6,,Porce,,2011,,,X,,,,,Colombia,,Antioquia,
5.0039,PRADO,,3.755926,-74.889162,90,250,1000,36,,Prado,,1971,,X,X,X,X,X,,Colombia,Prado,Tolima,
5.004,PUNCHINA,,6.20992317,-74.84009233,77,700,75,3.4,,Guatapé,,1982,,,X,,,,,Colombia,San Carlos,Antioquia,
5.0041,PUNCHINA ( DIKE ),,6.21422241,-74.84123494,,,,,,,,,,,,,,,,Colombia,San Carlos,Antioquia,
5.0042,QUEBRADONA,,6.51726144,-75.39972206,34,,1.99,0.24,,Quebradona and Rio Grande,,1958,,,X,,,,,Colombia,Santa Rosa de Osos,Antioquia,
5.0043,EL QUIMBO,,2.45022067,-75.56264201,151,632,1824,,,Magdalena,,2015,,,X,,,,,Colombia,,,
5.0044,REGADERA,,4.40431904,-74.14337439,,,4.1,0.41,,Tunjuelo,,,,,,,,,,Colombia,Bogota,Cundinamarca,
5.0045,RIO GRANDE II,,6.50698499,-75.44819511,67,375,245.7,12.1,,Rio Grande,,1988,,,X,,,X,,Colombia,Entrerrios y Don MatÝas,Antioquia,
5.0046,SALVAJINA,,2.942286,-76.706826,148,400,906,20.31,,Cauca,,1985,X,,X,,,,,Colombia,Popayan,Cauca,
5.0047,SAN FRANCISCO,,5.04969716,-75.72830672,41,300,9,,,Campoalegre,,1969,,,X,,,,,Colombia,Manizales,Caldas,
5.0048,SAN LORENZO,,6.378732,-74.998398,46,600,,,,Nare,,1985,,,,,,,,Colombia,Medellín,Antioquia,
5.0049,SAN LORENZO,GUILLERMO CANO ( JAGUAS ),6.38830797,-74.99451377,63,715,,1.06,,Nare,,1988,,,X,,,,,Colombia,San Rafael,Antioquia,
5.005,SAN RAFAEL,,4.70438666,-73.98319254,,,75,3.7,,Teusaca,,,,,,,,,,Colombia,La Calera,Cundinamarca,
5.0051,SANTA RITA,GUATAPE - PEÑOL,6.27664859,-75.14789594,,,,,,,,,,,,,,,,Colombia,Alejandría,Antioquia,
5.0052,SANTA RITA ( DIKE I ),GUATAPE - PEÑOL,6.32003335,-75.16617216,32,230,,6.34,,Nare,,1976,,,X,,,,,Colombia,Alejandria,Antioquia,
5.0053,SANTA RITA ( DIKE II ),GUATAPE - PEÑOL,6.31935382,-75.16900446,,,,,,,,,,,,,,,,Colombia,Alejandria,Antioquia,
5.0054,SISGA,,5.0903132,-73.72036126,,,96,5.63,,Sisga,,,,,,X,X,,,Colombia,Zipaquira,Cundinamarca,
5.0055,SOGAMOSO,TONA BUCARAMANGA,7.15510072,-73.09014809,190,345,4800,70,,Sogamoso,,2015,,,X,,,,,Colombia,Bucaramanga,Santander,
5.0056,TEATINOS,,5.455606,-73.541718,,,,,,,,,,,,,,,,Colombia,Tunja,Boyaca,
5.0057,TRONERAS,,6.77788311,-75.2522683,46,,33.2,4.65,,Guadalupe,,1962,,,X,,,,,Colombia,Carolina del Principe,Antioquia,
5.0058,URRA I,,8.01439815,-76.21117484,73,660,1200,74,,Sinú,,2000,X,,X,,,,,Colombia,Tierra Alta,Cordoba,
6.0001,ABANICO,,-2.2561494,-78.19810657,,64,,,,Abanico,,2005,,,X,,,,,Ecuador,,,
6.0002,AGOYAN,,-1.398147,-78.38219,43,300,3.6,,,,,1987,,,X,,,,,Ecuador,Ambato,Tungurahua,
6.0003,EL AZUCAR,SUBEY Y BAJA,-2.2401371,-80.57216896,,,12,,,,,1969,,,,,,,,Ecuador,Sta. Helena,Guayas,
6.0004,CHONGÓN,,-2.2337924,-80.11877336,,,280,,,Chongón,,1991,,X,,,X,X,,Ecuador,,,
6.0005,COCA CODO SINCLAIR,,-0.197165,-77.683556,,143,9.2,,,,,,,,,,,,,Ecuador,,,
6.0006,COCA CODO SINCLAIR COMPENSATING,,-0.1321664,-77.47059099,58,135,1.17,,,,,2016,,,,,,,,Ecuador,,,
6.0007,DANIEL PALACIOS,"PAUTE, AMALUZA",-2.593644,-78.566425,170,420,120,3,,Paute,,1982,,,X,,,,,Ecuador,Cuenca,Azuay,
6.0008,DAULE PERIPA,,-0.9256165,-79.7503867,78,246,6000,270,,Daule,,1987,X,X,X,,,X,,Ecuador,Quevedo,Guayas,
6.0009,DELSITANISAGUA,,-3.98048,-79.017369,34,135,0.604,,,,,,,,,,,,,Ecuador,,Zamora,
6.001,LA ESPERANZA,EL CARRIZAL,-0.889365,-80.075969,57,700,450,4.6,,Carrizal,,1971,X,X,,,,,,Ecuador,Ouiroga,Manabi,
6.0011,EL LABRADO,,-2.729604,-79.072679,16,124,6,,,,,1952,,,,,,,,Ecuador,Cuenca,Azuay,
6.0012,MADURIACU,,0.214621,-78.912111,,,10.2,,,,,2015,,,,,,,,Ecuador,,,
6.0013,MAZAR,,-2.595366,-78.62325,166,340,410,,,Paute,,2011,,,X,,,,,Ecuador,,,
6.0014,LA MICA,,-0.5437196,-78.226742,,,50,,,,,1997,,,X,,,X,,Ecuador,,,
6.0015,MINAS SAN FRANCISCO,,-3.315939,-79.481496,73.25,,14.351337,,,Jubones,,,,,X,,,,,Ecuador,,,
6.0016,PISAYAMBO,PUCARA,-1.074385,-78.397224,42,840,90,,,,,1977,,,X,,,,,Ecuador,Ambato,Tungurahua,
6.0017,POZA HONDA,,-1.11375,-80.20375,39,330,100,7.2,,Portoviejo,,2006,X,X,,,,X,,Ecuador,Portoviejo,Manabi,
6.0018,SALVE FACCHA,,-0.23186,-78.156695,,,12.5,,,,,,,,,,,X,,Ecuador,,,
6.0019,SAN MARCOS,,0.11101959,-77.96203594,,,,,,,,,,,,,,,,Ecuador,Olmedo,Pichincha,
6.002,SAN VICENTE,,-2.0033945,-80.53363843,,,25,,,Nuevo,,2003,,X,,,,X,,Ecuador,San Pablo,Guayas,
6.0021,TAHUIN,,-3.628669,-80.005387,50,362,210,14.5,,Arenillas,,1988,X,X,,,,,X,Ecuador,Machala,El Oro,
7.0001,PETIT SAUT,,5.06204633,-53.04886506,45,1735,3500,310,,SINAMARY,,1996,,,X,,,,,France,Sinnamary,Guyane,
7.0002,ROROTA,,4.88357565,-52.24978671,,,,,,,,,,,,,,,,France,,Guyane,
8.0001,ABARY DAM AT COPEMAN,,6.1226268,-57.71401501,3.4,,609,0.808,,Abary ,,1985,X,X,,,,X,,Guyana,Georgetown,,
8.0002,BOERASERIE CONSERVANCY,,6.78826035,-58.37954981,,,166,0.259,,Boeraserie ,,1950,X,X,,,,X,,Guyana,Georgetown,,
8.0003,EAST DEMERARA WATER CONSERVANCY,,6.650591,-57.976829,18,,16.3,0.336,,"Maduni, Lama",,1888,X,X,,,,X,,Guyana,Georgetown,,
9.0001,ACARAY,,-25.459115,-54.62884278,41,3173,4290,432,,Acaray,,1972,,X,X,,,X,,Paraguay,Ciudad de Este,Alto Parana,
9.0002,IGUAZU,YGUAZU,-25.374505,-54.96539606,43,2041,8400,407,,Iguazu,,1972,,X,X,,,X,,Paraguay,Distrito Iguazu,Alto Parana,
9.0003,ITAIPU,,-25.408754,-54.58938401,196,7744,14500,1350,ITAIPU,Paraná,,1991,,,X,X,,,,Paraguay,Hernandarias/Foz do Iguaçu,Alto Paraná,
9.0004,YACYRETA,,-27.392962,-56.62856314,43,64700,10500,1720,YACYRETA,Paraná,,1994,X,X,X,X,X,,,Paraguay,Ayolas,Itapua,
10.0001,ACCNOCOCHA,,-13.104528,-75.155977,19,,30,,,Santa Ana,,,,X,,,,,,Peru,Castrovirreyna,Huancavelica,
10.0002,AGUADA BLANCA,,-16.246607,-71.347816,45,,43,,,Chili,,1971,,X,X,,,,,Peru,Arequipa,Arequipa,
10.0003,AGUASCOCHA,,-10.042516,-77.220169,,,8,,,,,,,,X,,,,,Peru,,,
10.0004,AHUASHUAMAN,,-11.20749,-76.515788,15,,4,,,Huaura,,,,X,,,,,,Peru,Huaral,Lima,
10.0005,ALTOS MACHAY,,-10.549652,-75.88358877,,,12.7,,,Laguna Altos Machay,,,,,X,,,,,Peru,Huachon,Pasco,
10.0006,ANCASCOCHA,,-14.93582,-73.841389,13,,6.9,,,Yauca,,,,X,,,,,,Peru,Cora Cora,Arequipa,
10.0007,ANTACOTA,,-11.40728,-76.36284,23,52,120,5,Antacoto,Yana,,1999,,,,,,,,Peru,Marcapomacocha,Junin,
10.0008,ANTAMINA,,-9.565124,-77.012467,,,,,,Huincush,,,,,,,,,,Peru,Huaraz,Ancash,
10.0009,AUTISHA,,-11.735172,-76.606469,,,,,,Santa Eulalia,,,,,,,,,,Peru,Huinco,Lima,
10.001,CAMPANARIO,,-16.304262,-71.489629,,,,,,CHILI,,,,,,,,,,Peru,,AREQUIPA,
10.0011,CAPILLUCAS,,-12.714486,-75.960444,,,,,,Canete,,,,,,,,,,Peru,,,
10.0012,CARAMBITA,,-8.132541,-78.61208,21,,1.1,,,Caramba - Virú,,,,X,,,,,,Peru,Otuzco,La Libertad,
10.0013,CARHUACOCHA,,-11.934641,-75.942087,,,,,,Laguna Carhuacocha,,,,,,,,,,Peru,Pachacayo,Junin,
10.0014,CARHUAQUERO,CIRATO,-6.6330888,-79.12731752,,,,,,Chancay,,,,,,,,,,Peru,Chilete,Lambayeque,
10.0015,CARPA,,-11.540901,-76.378241,,,,,,Santa Eulalia,,,,,,,,,,Peru,Huanza,Lima,
10.0016,CCARACOCHA,,-13.34893,-75.08446916,,,,,,Supaymayo,,,,,,,,,,Peru,Huancavelica,Huancavelica,
10.0017,CHAGLLA,,-9.6956177,-75.83430542,202,,375,4.66,,Huallaga,,2016,,,X,,,,,Peru,,Huanuco,
10.0018,CHIMAY,,-11.376448,-75.263243,,,,,,Tulumayo,,2000,,,X,,,,,Peru,,,
10.0019,CHOCLOCOCHA,,-13.245382,-75.0733673,14,280,211,16,,Pampas,,1960,,X,,,,,,Peru,Castrovirreyna,Huancavelica,
10.002,CHUNGAR,,-11.122149,-76.530977,,,14.25,,,Chicrin - Chancay,,,,,X,,,,,Peru,Huaral,Lima,
10.0021,CIRATO,CARHUAQUERO,-6.6330888,-79.12731753,33,,,,,CHANCAY,,1982,,,X,,,,,Peru,,LAMBAYEQUE,
10.0022,COLLICOCHA,,-8.864711,-77.759526,,,10,,,,,,,,X,,,,,Peru,,,
10.0023,CONDOROMA,,-15.397917,-71.284583,101,514,285,11.4,,Colca,,1985,,X,X,,,,,Peru,Chivay,Arequipa,
10.0024,CUCHOQUESERA,,-13.438225,-74.34438961,43,,80,,,Chahuamayo,,,,X,,,,X,,Peru,Vinchos,Ayacucho,
10.0025,DIQUE DE LOS ESPAÑOLES,,-15.749097,-71.052273,60,,13.5,,,Colca,,,,X,,,,,,Peru,,,
10.0026,EL FRAYLE,,-16.146178,-71.20031316,74,90,208,,,Blanco,,1961,,X,,,,,,Peru,Arequipa,Arequipa,
10.0027,GALLITO CIEGO,,-7.2342642,-79.2075648,112,797,400,15,,Jequetepeque,,1987,,X,,,,,,Peru,Pacasmayo,LA LIBERTAD,
10.0028,HUACACOCHA,,-10.295176,-77.37114764,,,9.24,,,Mantaro,,,,,X,,,,,Peru,,,
10.0029,HUALLACOCHA,,-11.774549,-76.093886,,,,,,Yauli,,,,,,,,,,Peru,Yauli,Junin,
10.003,HUALLUNCA,,-11.595773,-76.37526938,,,,,,Santa Eulalia,,,,,,,,,,Peru,Huanza,Lima,
10.0031,HUASCACOCHA,,-11.113223,-76.37873164,,,,,,Laguna Huascacocha,,,,,,,,,,Peru,Yauli,Junin,
10.0032,HUAYLACANCHA,,-11.960554,-75.91048,11,,22.35,,,HUAYLACANCHA,,1995,,,X,,,,,Peru,Pachacayo,Junin,
10.0033,HUICHINGA,,-12.911227,-75.461828,19,,30.8,,,San Juan,,,,X,,,,,,Peru,Castrivirreyna,,
10.0034,HUINCO,,-11.764189,-76.615272,,,,,,Santa Eulalia,,,,,,,,,,Peru,Huarochiri,Lima,
10.0035,JAICO,,-10.557876,-75.91359883,,,15.9,,,,,,,,X,,,,,Peru,,,
10.0036,JARUMA,,-17.368605,-69.948354,,,,,,Tarata,,,,,,,,,,Peru,Ticaco,Tacna,
10.0037,LAGUNILLAS,,-15.721366,-70.704719,16,101,500,62,,Ramis,,1995,,X,,,,,,Peru,Cabanillas,Puno,
10.0038,LIMON,,-5.902802,-79.332377,,,,,,Huancabamba,,,,,,,,,,Peru,Guaba,,
10.0039,MAL PASO,,-11.405352,-76.050013,,,,,,Mantaro,,,,,,,,,,Peru,La Oroya,Junin,
10.004,MANCA,,-11.683573,-76.332582,,,5,,,Santa. Eulalia,,1875,,,X,,,,,Peru,Huanza,Lima,
10.0041,PACCHAPATA,,-10.546066,-75.89669567,,,1.56,,,,,,,,X,,,,,Peru,,,
10.0042,PACOCCOCHA,,-13.780893,-73.230603,13,,12,,,Santuario,,,,X,,,,,,Peru,Castrovirreyna,Huancavelica,
10.0043,PANE,,-15.418655,-71.068153,,,,,,Laguna Pañe,,,,,,,,,,Peru,Caylloma,Arequipa,
10.0044,PARON,,-9.0001978,-77.68347043,,,37,,,,,,,,X,,,,,Peru,,,
10.0045,PASTO GRANDE,,-16.72265,-70.229623,10,80,185,46.375,,Vizcachas,,1989,,X,,,,,,Peru,Mariscal Nieto,Moquegua,
10.0046,PAUCARANI,,-17.534545,-69.76227254,,,,,,Uchusuma,,,,,,,,,,Peru,Palca,Tacna,
10.0047,PILLONES,,-15.815342,-71.2205395,25,,80,,,Chili,,,,X,,,,,,Peru,Imata,Arequipa,
10.0048,PIRHUA,,-11.673997,-76.321019,11,,1.6,,,SANTA EULALIA,,1876,,X,X,,,,,Peru,Huanza,Lima,
10.0049,POECHOS,,-4.6839177,-80.52130972,48,13000,700,38.6,Poechos,Chira,,1975,,X,,,,,,Peru,Sullana,Piura,
10.005,POMACOCHA,,-11.776355,-75.23842667,,,28.94,,,Yauli,,,,,X,,,,,Peru,Yauli,Junin,
10.0051,PUCHO,,-11.56988,-76.337156,10,,2,,,Santa Eulalia,,1875,,X,X,,,,,Peru,Huanza,Lima,
10.0052,PUENTE CINCEL,,-16.274355,-71.455765,,,,,,Chili,,,,,,,,,,Peru,Arequipa,Arequipa,
10.0053,QUENQOCOCHA,,-7.6293557,-77.95822091,19.6,,5,,,,,,,X,,,,,,Peru,Cajabamba,,
10.0054,QUISHA,,-11.524061,-76.382587,20,,8.7,,,Huasca,,1875,,X,X,,,,,Peru,Huanza,Lima,
10.0055,QUISHUA,,-11.297861,-76.509076,16,,13.7,,,Baños - Chancay,,,,X,,,,,,Peru,Huaral,Lima,
10.0056,SACSA,,-11.528267,-76.46239944,13,,14.9,,,Santa Eulalia,,1875,,X,X,,,,,Peru,Huanza,Lima,
10.0057,SAN GABAN,,-13.721939,-70.453278,,,36.2,,,Inambari,,1999,,,X,,,,,Peru,,,
10.0058,SAN LORENZO,,-4.6759522,-80.19558853,57,780,258,11.9,,Chipillico,,1955,,X,,,,,,Peru,Piura,Piura,
10.0059,SANGRAR,,-11.491517,-76.316052,24,,9,,,Marcapomacocha,,1960,,,X,,,,,Peru,Marcapomacocha,Lima,
10.006,SHALLAP,,-9.494646,-77.360458,,,2,,,,,,,,X,,,,,Peru,,,
10.0061,SHEQUE,,-11.663491,-76.50773,,,0.43,,,Santa Eulalia,,,,,X,,,,,Peru,Huanza,Lima,
10.0062,SIBINACOCHA,,-13.902326,-71.00567956,12,357,110,28.55,,Laguna Sibinacocha,,1996,,X,X,,,,,Peru,Santa Barbara,Cuzco,
10.0063,SULLANA,,-4.8956593,-80.70402055,,,,,,,,,,,,,,,,Peru,Sullana,Piura,
10.0064,SURASACA,,-10.521114,-76.78737028,,,,,,Surasaca,,,,,,,,,,Peru,Oyón,Lima,
10.0065,SUYTOCOCHA,,-13.830309,-70.594113,15,,8.39,,,,,,,X,,,,,,Peru,Andahuaylas,,
10.0066,TABLACHACA,,-12.46453,-74.786667,80,,16,,,Mantaro,,1972,,,X,,,,,Peru,La Mejorada,Huancavelica,
10.0067,TEMBLADERA,,-11.949777,-75.982039,,,,,,Laguna Tembladera,,,,,,,,,,Peru,Pachacayo,Junin,
10.0068,TINAJONES,,-6.6517979,-79.44334109,40,2440,320,8.9,,RESERVORIO LATERAL,,1968,,X,,,,,,Peru,Chongoyape,Lambayeque,
10.0069,TORATA,,-17.021565,-70.68779372,,,,,,Torata,,,,,,,,,,Peru,Moquegua,Moquegua,
10.007,TURPO,,-12.833061,-75.512955,,,,,,San Juan,,,,,,,,,,Peru,Castrovirreyna,Huancavelica,
10.0071,UPAMAYO,,-10.923696,-76.279077,10,96,556,163,,Lago Junin,,1936,,,,,,,,Peru,Junin,Junin,
10.0072,VICONGA,,-10.413894,-76.84770742,27,,30,,,Pumarinri,,1982,,,X,,,,,Peru,Cajatambo,Lima,
10.0073,YURACMAYO,,-11.83797,-76.15379067,56,590,47,4.83,,Blanco,,1995,,,X,,,X,,Peru,San Mateo,Lima,
11.0001,AFOBAKA,BROKOPONDO,4.98458702,-54.99771431,66,190,24000,1600,VAN BLOMMENSTEIN/ BROKOPONDO,Suriname,,1965,,,X,,,,,Suriname,Paranam,,
12.0001,ACROVILLE S.A. ,,-33.528428,-54.33729842,,,5.1895,,,Cda. Del Tío López ,,,,X,,,,,,Uruguay,,,
12.0002,"BONOMO, JACOBO ",,-33.123303,-54.10744653,,,16.25,,,Arroyo De Los Porongos ,,,,X,,,,,,Uruguay,,,
12.0003,CANELON GRANDE,,-34.459446,-56.270192,,,22.5,,,Canelon Grande,,,,X,,,,X,,Uruguay,Canelones,Canelones,
12.0004,LOS CEIBOS G.I.E.,,-33.219482,-54.12344485,,,13.72,,,Arroyo De Los Ceibos ,,,,X,,,,,,Uruguay,,,
12.0005,CONSTITUCION,PALMAR,-33.053902,-57.44619579,66,2067,2854,320,,Rio Negro,,1982,,,X,,,,,Uruguay,Mercedes,Soriano,
12.0006,LOS CORRALES S.A.,,-33.436123,-54.46014102,,,40.4,,,Arroyo Corrales ,,,,X,,,,,,Uruguay,,,
12.0007,DOCTOR GABRIEL TERRA,,-32.830101,-56.41913263,51,1170,8800,1070,DOCTOR GABRIEL TERRA,Rio Negro,,1946,,,X,,,,,Uruguay,Paso de los Toros,Tacuarembo,
12.0008,INDIA MUERTA (COMISACO),,-33.922001,-54.25637054,12,,127.5,35,,Arroyo India Muerta,,1983,,X,,,X,,,Uruguay,Velasquez,,
12.0009,PASO SEVERINO,,-34.265642,-56.306986,,,,,,,,,,,,,,,,Uruguay,Florida,Florida,
12.001,RINCON DE BAYGORRIA,,-32.87363,-56.80578,46,707,570,101,,Rio Negro,,1960,,,X,,,,,Uruguay,Paso de los Toros,Durazno,
12.0011,SALTO GRANDE,,-31.273276,-57.94227257,69,,2750,783,,Uruguay,,1979,,X,X,,X,X,,Uruguay,Salto,Salto,
12.0012,SIERRA MARINA S.A. ,,-33.747351,-54.14221728,,,28.95325,,,Cda.Isla Larga/Cda.De La Aguada/Cda.De Las Animas ,,,,X,,,,,,Uruguay,,,
12.0013,"SILVA PEREIRA, CARLOS ",,-32.59142,-55.37420654,,,9.265,,,Arroyo Del Estado ,,,,X,,,,,,Uruguay,,,
13.0001,AGUA FRIA,,10.391232,-67.182298,48,,6.4,0.44,,Jarillo,,1949,,,,,,X,,Venezuela,Los Teques,Miranda,
13.0002,AGUA VIVA,ING. E. J. AGUERREVERE,9.559604,-70.615173,35,498,156.4,8.9,Agua Viva,Motatßn,,1994,X,X,,,X,,,Venezuela,Valera,Trujillo,
13.0003,LOS ALGARROBOS,,10.163955,-64.304582,,,,,,,,,,,,,,,,Venezuela,Barcelona,Sucre,
13.0004,EL ANDINO,,9.540025,-65.163367,11,,15.97,3.1813,,Quebrada El Corozo ,,1978,,X,,,X,,X,Venezuela,Onoto - Zaraza,,
13.0005,LA ASUNCION,,11.027539,-63.86886,18,,0.34,0.06,,Asuncion,,1948,,,,,,X,,Venezuela,La Asuncion,Nueva Esparta,
13.0006,ATARIGUA,CUATRICENTENARIA,10.118002,-69.865571,59,255,420,20.25,,Tocuyo,,1977,,X,,,,X,X,Venezuela,Carora,Lara,
13.0007,LAS BARRANCAS,,11.23728,-69.45464252,70,,141,6.2,,Macoruca,,1980,,,,,,X,,Venezuela,La Vela de Coro,Falcon,
13.0008,LA BECERRA,ING. J. BOND,9.03153569,-65.31396983,26,2250,469,66.24,,Unare,,1973,,X,,,,X,,Venezuela,Zaraza,Guarico,
13.0009,BOCONO-TUCUPIDO,,8.89365891,-70.04139268,80,395,3484.91,124.655,,Bocono - Tucupido,,1988,X,X,X,,,,,Venezuela,Guanare,Portuguesa,
13.001,BORDE SECO,,7.723978,-71.536062,125,,,117,,Camburito,,1990,,,X,,,,,Venezuela,San Cristobal,Tachira,
13.0011,CABUY,ING. H. KWIERS R.,10.169161,-68.526805,23,,11.3,1.769,,Cabuy,,1973,,X,,,,,,Venezuela,Nirgua,Yaracuy,
13.0012,CAMATAGUA,ING. E. LEON D.,9.81741808,-66.94434133,73,370,1573.89,76.484,,Guarico,,1968,X,X,X,,X,X,,Venezuela,Camatagua,Aragua,
13.0013,CANOABO,ING. P. PALACIOS H.,10.385408,-68.328845,55,,80,0.005,,Canoabo,,1982,,,,,,X,,Venezuela,Canoabo,Carabobo,
13.0014,CARUACHI,,8.16044035,-62.79842765,50,5728,3520,238,Caruachi Reservoir,Caroni,,2006,,,X,,,,,Venezuela,Ciudad Guayana,Bolivar,
13.0015,EL CIGARRON,,9.38679317,-65.54143015,20,435,246,50.8,,Unare,,1978,X,X,,,X,,,Venezuela,Zaraza,Guarico,
13.0016,CLAVELLINOS,ING. R. VEGAS L.,10.351899,-63.601229,52,200,132.25,10.4,,Cariaco,,1967,X,X,,,X,X,X,Venezuela,Cariaco,Sucre,
13.0017,COPAPUYCITO,,8.018639,-62.432648,12.5,,6.3,10.75,,Río Copapuycito,,1952,,,,,,X,,Venezuela,Upata,,
13.0018,CRUZ VERDE,,11.829091,-69.909794,16,,1.28,0.3,,Tura,,1976,,X,,,,X,,Venezuela,Santa Ana,Falcon,
13.0019,EL CUJI,,9.60279138,-65.2184366,16,,49.07,12.579,,Taquima,,1980,X,X,,,,X,,Venezuela,Onoto,Anzoategui,
